filepath,label
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1023.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1024.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1025.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1026.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1027.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1028.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1029.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_103.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1030.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1031.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1032.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1033.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1034.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1035.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1036.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1037.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1038.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1039.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_104.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1040.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1041.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1042.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1043.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1044.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1045.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1046.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1047.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1048.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1049.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_105.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1050.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1051.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1052.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1053.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1054.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1055.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1056.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1057.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1058.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1059.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_106.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1060.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1061.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1062.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1063.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1064.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1065.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1066.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1067.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1068.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1069.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_107.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1070.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1071.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1072.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1073.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1074.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1075.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1076.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1077.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1078.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1079.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_108.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1080.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1081.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1082.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1083.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1084.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1085.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1086.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1087.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1088.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1089.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_109.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1090.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1091.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1092.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1093.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1094.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1095.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1096.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1097.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1098.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1099.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_11.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_110.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1100.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1101.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1102.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1103.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1104.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1105.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1106.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1107.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1108.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1109.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_111.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1110.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1111.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1112.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1113.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1114.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1115.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1116.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1117.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1118.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1119.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_112.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1120.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1121.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1122.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1123.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1124.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1125.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1126.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1127.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1128.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1129.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_113.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1130.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1131.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1132.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1133.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1134.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1135.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1136.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1137.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1138.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1139.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_114.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1140.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1141.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1142.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1143.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1144.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1145.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1146.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1147.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1148.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1149.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_115.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1150.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1151.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1152.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1153.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1154.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1155.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1156.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1157.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1158.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1159.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_116.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1160.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1161.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1162.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1163.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1164.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1165.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1166.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1167.jpg,glioma
/home/mehr/.cache/kagglehub/datasets/masoudnickparvar/brain-tumor-mri-dataset/versions/2/Training/glioma/Tr-gl_1168.jpg,glioma
